city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month
JAZAN,HM No  64607  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,NOUR,CORN,2.9L,NOUR CORN 2.9L ECO,101+,2022,9
DAMMAM,HM No  78829  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,HILAL,CANOLA,3L,HILAL CANOLA 3L FAMILY PACK,51-60,2022,3
DAMMAM,HM No  60312  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,RIMAL,CANOLA,4.5L,RIMAL CANOLA 4.5L TWIN PACK,71-80,2023,12
JEDDAH,HM No  81556  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,SABAYA,COCONUT,4L,SABAYA COCONUT 4L TWIN PACK,71-80,2022,4
RIYADH,HM No  58381  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,GULF GOLD,VEGETABLE,0.2L,GULF GOLD VEGETABLE 0.2L PREMIUM,31-40,2022,3
TABUK,HM No  61798  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,RIMAL,VEGETABLE,4.5L,RIMAL VEGETABLE 4.5L,51-60,2022,4
YANBU,HM No  89749  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,SABAYA,COCONUT,0.75L,SABAYA COCONUT 0.75L ECO,101+,2022,10
DAMMAM,HM No  90842  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CORN,2.9L,GULF GOLD CORN 2.9L PREMIUM,101+,2022,4
JAZAN,HM No  75261  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,ZAHRA,CANOLA,0.75L,ZAHRA CANOLA 0.75L PREMIUM,91-100,2024,7
DAMMAM,HM No  89682  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,GULF GOLD,SUNFLOWER,4L,GULF GOLD SUNFLOWER 4L PREMIUM,11-20$,2024,9
JEDDAH,HM No  56107  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,GULF GOLD,VEGETABLE,3L,GULF GOLD VEGETABLE 3L,71-80,2024,7
HAIL,HM No  52846  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,HILAL,SUNFLOWER,10L,HILAL SUNFLOWER 10L ECO,61-70,2024,12
MAKKAH,HM No  87756  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,RAWABI,COCONUT,1L,RAWABI COCONUT 1L ECO,41-50,2022,5
AL AHSA,HM No  85633  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,LARA,COCONUT,0.2L,LARA COCONUT 0.2L FAMILY PACK,11-20$,2024,9
JEDDAH,HM No  84063  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,RAWABI,COCONUT,9L,RAWABI COCONUT 9L PLUS,71-80,2023,2
DAMMAM,HM No  77923  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,LARA,VEGETABLE,1.8L,LARA VEGETABLE 1.8L PREMIUM,61-70,2024,5
AL BAHA,HM No  76047  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L PREMIUM,81-90,2022,6
AL KHARJ,HM No  86366  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,LARA,CORN,4L,LARA CORN 4L PLUS,71-80,2024,3
AL BAHA,HM No  57804  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,SABAYA,COCONUT,0.5L,SABAYA COCONUT 0.5L TWIN PACK,91-100,2023,6
AL KHARJ,HM No  90240  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,GULF GOLD,SUNFLOWER,4.5L,GULF GOLD SUNFLOWER 4.5L,21-30,2022,8
AL AHSA,HM No  78532  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L PLUS,21-30,2024,1
MAKKAH,HM No  75187  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,RIMAL,VEGETABLE,1L,RIMAL VEGETABLE 1L FAMILY PACK,101+,2022,3
AL BAHA,HM No  82398  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,NAJMA,COCONUT,4.5L,NAJMA COCONUT 4.5L PREMIUM,51-60,2022,1
AL AHSA,HM No  83459  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,RIMAL,COCONUT,4.5L,RIMAL COCONUT 4.5L,61-70,2022,11
RIYADH,HM No  60318  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,LARA,SUNFLOWER,1.5L,LARA SUNFLOWER 1.5L FAMILY PACK,71-80,2023,10
TAIF,HM No  83930  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,ZAHRA,CANOLA,3L,ZAHRA CANOLA 3L PLUS,91-100,2024,6
HAIL,HM No  68121  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,RIMAL,COCONUT,2.9L,RIMAL COCONUT 2.9L ECO,101+,2022,5
DAMMAM,HM No  76681  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,BAYTNA,CANOLA,3L,BAYTNA CANOLA 3L PLUS,61-70,2022,9
TABUK,HM No  85252  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,SABAYA,SUNFLOWER,4L,SABAYA SUNFLOWER 4L ECO,41-50,2023,8
AL BAHA,HM No  80193  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,SABAYA,CANOLA,1L,SABAYA CANOLA 1L,71-80,2024,4
AL BAHA,HM No  95952  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NOUR,SUNFLOWER,1.5L,NOUR SUNFLOWER 1.5L PREMIUM,91-100,2022,12
TABUK,HM No  66269  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,ZAHRA,SUNFLOWER,4.5L,ZAHRA SUNFLOWER 4.5L FAMILY PACK,61-70,2022,9
DAMMAM,HM No  81231  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,NOUR,COCONUT,4L,NOUR COCONUT 4L PLUS,31-40,2024,11
TAIF,HM No  82702  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,HILAL,COCONUT,1L,HILAL COCONUT 1L TWIN PACK,41-50,2022,4
AL AHSA,HM No  73332  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,ZAHRA,CANOLA,0.5L,ZAHRA CANOLA 0.5L FAMILY PACK,81-90,2024,1
AL KHARJ,HM No  52769  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,NOUR,VEGETABLE,1.5L,NOUR VEGETABLE 1.5L ECO,101+,2023,8
DAMMAM,HM No  83497  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,RAWABI,COCONUT,10L,RAWABI COCONUT 10L PREMIUM,31-40,2022,9
JAZAN,HM No  81347  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,BAYTNA,CORN,1.8L,BAYTNA CORN 1.8L FAMILY PACK,31-40,2023,2
MAKKAH,HM No  83961  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,NOUR,CANOLA,0.2L,NOUR CANOLA 0.2L FAMILY PACK,41-50,2023,10
JEDDAH,HM No  71327  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,RIMAL,CORN,0.6L,RIMAL CORN 0.6L PREMIUM,51-60,2022,5
YANBU,HM No  90179  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,NOUR,COCONUT,2.9L,NOUR COCONUT 2.9L ECO,41-50,2023,12
HAIL,HM No  73925  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,LARA,SUNFLOWER,0.6L,LARA SUNFLOWER 0.6L PREMIUM,31-40,2024,11
TAIF,HM No  56545  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,HILAL,VEGETABLE,1.8L,HILAL VEGETABLE 1.8L ECO,41-50,2022,12
DAMMAM,HM No  80997  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,GULF GOLD,SUNFLOWER,2.9L,GULF GOLD SUNFLOWER 2.9L TWIN PACK,91-100,2024,12
HAIL,HM No  81891  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,LARA,VEGETABLE,4L,LARA VEGETABLE 4L,71-80,2022,12
DAMMAM,HM No  53934  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,LARA,SUNFLOWER,4.5L,LARA SUNFLOWER 4.5L,81-90,2024,6
TABUK,HM No  73656  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,BAYTNA,VEGETABLE,10L,BAYTNA VEGETABLE 10L PLUS,61-70,2022,7
JEDDAH,HM No  73009  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RIMAL,VEGETABLE,4.5L,RIMAL VEGETABLE 4.5L FAMILY PACK,91-100,2022,5
HAIL,HM No  71305  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,SABAYA,CANOLA,1.8L,SABAYA CANOLA 1.8L PREMIUM,51-60,2023,11
DAMMAM,HM No  60982  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,RAWABI,VEGETABLE,4L,RAWABI VEGETABLE 4L ECO,21-30,2022,3
HAIL,HM No  64956  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,NOUR,CORN,9L,NOUR CORN 9L PLUS,101+,2024,7
TABUK,HM No  79156  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,RIMAL,VEGETABLE,2.9L,RIMAL VEGETABLE 2.9L ECO,31-40,2022,1
DAMMAM,HM No  97695  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,LARA,CANOLA,0.75L,LARA CANOLA 0.75L TWIN PACK,71-80,2022,2
JEDDAH,HM No  81010  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,NAJMA,SUNFLOWER,3L,NAJMA SUNFLOWER 3L,21-30,2023,10
DAMMAM,HM No  55525  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,LARA,COCONUT,0.75L,LARA COCONUT 0.75L FAMILY PACK,51-60,2023,11
DAMMAM,HM No  58603  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,NAJMA,CANOLA,4.5L,NAJMA CANOLA 4.5L PLUS,61-70,2023,8
AL KHARJ,HM No  67852  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,GULF GOLD,VEGETABLE,0.6L,GULF GOLD VEGETABLE 0.6L PREMIUM,101+,2023,11
MAKKAH,HM No  91671  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,BAYTNA,VEGETABLE,1L,BAYTNA VEGETABLE 1L PLUS,81-90,2024,4
JEDDAH,HM No  78957  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,NOUR,SUNFLOWER,1L,NOUR SUNFLOWER 1L TWIN PACK,51-60,2022,1
AL KHARJ,HM No  99695  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CORN,2.9L,NOUR CORN 2.9L PREMIUM,11-20$,2024,8
YANBU,HM No  69635  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,RAWABI,CORN,4L,RAWABI CORN 4L TWIN PACK,11-20$,2024,6
TAIF,HM No  76983  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,RAWABI,COCONUT,0.6L,RAWABI COCONUT 0.6L FAMILY PACK,71-80,2023,4
TABUK,HM No  55191  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,HILAL,VEGETABLE,10L,HILAL VEGETABLE 10L PREMIUM,51-60,2023,11
MAKKAH,HM No  84861  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,RAWABI,COCONUT,0.5L,RAWABI COCONUT 0.5L TWIN PACK,31-40,2023,2
AL BAHA,HM No  79841  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,LARA,VEGETABLE,2.9L,LARA VEGETABLE 2.9L TWIN PACK,61-70,2022,3
RIYADH,HM No  85059  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L PLUS,31-40,2024,8
MAKKAH,HM No  50537  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,ZAHRA,COCONUT,0.2L,ZAHRA COCONUT 0.2L ECO,41-50,2023,7
TABUK,HM No  82662  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L,31-40,2022,5
JAZAN,HM No  54678  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,GULF GOLD,COCONUT,1L,GULF GOLD COCONUT 1L ECO,11-20$,2022,12
TAIF,HM No  75218  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,HILAL,CANOLA,0.75L,HILAL CANOLA 0.75L ECO,21-30,2024,11
TAIF,HM No  80987  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,LARA,CORN,0.6L,LARA CORN 0.6L FAMILY PACK,11-20$,2024,9
AL KHARJ,HM No  58004  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,SABAYA,CORN,0.75L,SABAYA CORN 0.75L PLUS,11-20$,2024,4
JEDDAH,HM No  65464  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,NOUR,CANOLA,0.6L,NOUR CANOLA 0.6L PLUS,101+,2022,7
TAIF,HM No  50585  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,RIMAL,SUNFLOWER,9L,RIMAL SUNFLOWER 9L PREMIUM,31-40,2023,2
TAIF,HM No  60334  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,ZAHRA,VEGETABLE,1.5L,ZAHRA VEGETABLE 1.5L FAMILY PACK,11-20$,2022,6
AL BAHA,HM No  60087  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,GULF GOLD,SUNFLOWER,0.75L,GULF GOLD SUNFLOWER 0.75L PLUS,91-100,2024,6
YANBU,HM No  98050  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,NAJMA,SUNFLOWER,1.5L,NAJMA SUNFLOWER 1.5L FAMILY PACK,31-40,2023,1
YANBU,HM No  96309  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,BAYTNA,CORN,3L,BAYTNA CORN 3L FAMILY PACK,81-90,2022,10
DAMMAM,HM No  85626  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,NOUR,SUNFLOWER,1L,NOUR SUNFLOWER 1L PREMIUM,91-100,2022,2
AL KHARJ,HM No  60159  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,LARA,CORN,3L,LARA CORN 3L PLUS,81-90,2022,11
AL KHARJ,HM No  74840  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NAJMA,VEGETABLE,1.5L,NAJMA VEGETABLE 1.5L PREMIUM,41-50,2023,12
JEDDAH,HM No  93141  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,HILAL,VEGETABLE,4.5L,HILAL VEGETABLE 4.5L ECO,91-100,2022,10
TABUK,HM No  71141  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,NOUR,CANOLA,0.5L,NOUR CANOLA 0.5L PREMIUM,21-30,2022,3
DAMMAM,HM No  52049  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L,11-20$,2024,11
JAZAN,HM No  93117  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,BAYTNA,VEGETABLE,9L,BAYTNA VEGETABLE 9L PREMIUM,51-60,2022,6
TAIF,HM No  89711  GS-CENTER-TAIF MAIN RD  TAIF,ARABIAN HARVEST CO,NAJMA,COCONUT,4.5L,NAJMA COCONUT 4.5L ECO,21-30,2023,11
RIYADH,HM No  73653  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,NOUR,CANOLA,4L,NOUR CANOLA 4L PLUS,91-100,2022,12
JEDDAH,HM No  69916  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,HILAL,VEGETABLE,0.5L,HILAL VEGETABLE 0.5L,41-50,2024,7
TAIF,HM No  62656  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,COCONUT,3L,RIMAL COCONUT 3L FAMILY PACK,91-100,2023,12
JEDDAH,HM No  91852  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,SABAYA,SUNFLOWER,0.5L,SABAYA SUNFLOWER 0.5L TWIN PACK,31-40,2024,7
AL KHARJ,HM No  72119  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,BAYTNA,VEGETABLE,2.9L,BAYTNA VEGETABLE 2.9L PLUS,61-70,2024,6
HAIL,HM No  77023  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,NOUR,VEGETABLE,0.75L,NOUR VEGETABLE 0.75L PREMIUM,91-100,2022,7
AL KHARJ,HM No  98796  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,NOUR,SUNFLOWER,2.9L,NOUR SUNFLOWER 2.9L ECO,11-20$,2024,1
TABUK,HM No  89043  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,BAYTNA,COCONUT,1L,BAYTNA COCONUT 1L,51-60,2022,4
HAIL,HM No  51422  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,BAYTNA,VEGETABLE,3L,BAYTNA VEGETABLE 3L PREMIUM,101+,2022,2
RIYADH,HM No  80170  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,GULF GOLD,COCONUT,1L,GULF GOLD COCONUT 1L PLUS,101+,2022,4
TABUK,HM No  69680  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,RIMAL,SUNFLOWER,4L,RIMAL SUNFLOWER 4L TWIN PACK,21-30,2024,6
YANBU,HM No  61331  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,RIMAL,CANOLA,4L,RIMAL CANOLA 4L FAMILY PACK,51-60,2022,12
AL AHSA,HM No  75005  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,NAJMA,CORN,1.5L,NAJMA CORN 1.5L ECO,71-80,2022,4
MAKKAH,HM No  92780  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,RAWABI,CANOLA,1L,RAWABI CANOLA 1L PREMIUM,11-20$,2023,9
AL AHSA,HM No  59802  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,BAYTNA,COCONUT,0.6L,BAYTNA COCONUT 0.6L,71-80,2023,10
AL AHSA,HM No  83077  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,HILAL,SUNFLOWER,1L,HILAL SUNFLOWER 1L ECO,31-40,2022,6
JEDDAH,HM No  81185  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,BAYTNA,SUNFLOWER,1L,BAYTNA SUNFLOWER 1L,71-80,2024,7
MAKKAH,HM No  58544  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,VEGETABLE,0.75L,SABAYA VEGETABLE 0.75L ECO,71-80,2024,10
TAIF,HM No  86776  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,HILAL,CANOLA,1L,HILAL CANOLA 1L ECO,61-70,2024,10
JEDDAH,HM No  57374  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,RAWABI,CORN,1.5L,RAWABI CORN 1.5L TWIN PACK,61-70,2023,10
AL BAHA,HM No  51586  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,GULF GOLD,CORN,4L,GULF GOLD CORN 4L ECO,101+,2022,8
RIYADH,HM No  65301  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,NOUR,COCONUT,10L,NOUR COCONUT 10L FAMILY PACK,21-30,2022,12
RIYADH,HM No  65928  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,LARA,CANOLA,1.5L,LARA CANOLA 1.5L FAMILY PACK,21-30,2023,8
YANBU,HM No  51490  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L TWIN PACK,91-100,2024,5
AL KHARJ,HM No  81655  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NAJMA,SUNFLOWER,4L,NAJMA SUNFLOWER 4L FAMILY PACK,91-100,2022,5
DAMMAM,HM No  53939  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,HILAL,VEGETABLE,1L,HILAL VEGETABLE 1L,81-90,2024,1
JEDDAH,HM No  75470  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,NOUR,CANOLA,0.2L,NOUR CANOLA 0.2L PLUS,71-80,2022,7
AL KHARJ,HM No  96510  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,SUNFLOWER,4L,NOUR SUNFLOWER 4L PREMIUM,21-30,2022,4
AL KHARJ,HM No  80014  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,NAJMA,COCONUT,3L,NAJMA COCONUT 3L PLUS,61-70,2023,7
MAKKAH,HM No  60289  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NOUR,CORN,1.5L,NOUR CORN 1.5L FAMILY PACK,51-60,2022,9
TABUK,HM No  54063  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,RAWABI,CANOLA,3L,RAWABI CANOLA 3L PLUS,41-50,2022,6
JAZAN,HM No  93052  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,ZAHRA,SUNFLOWER,3L,ZAHRA SUNFLOWER 3L FAMILY PACK,101+,2024,11
TAIF,HM No  77350  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,COCONUT,1.8L,RIMAL COCONUT 1.8L PLUS,101+,2023,8
AL KHARJ,HM No  58635  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,3L,GULF GOLD VEGETABLE 3L FAMILY PACK,41-50,2022,5
MAKKAH,HM No  96211  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,COCONUT,4.5L,RAWABI COCONUT 4.5L PREMIUM,31-40,2023,2
AL KHARJ,HM No  84928  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CORN,0.6L,GULF GOLD CORN 0.6L FAMILY PACK,11-20$,2023,7
JAZAN,HM No  69880  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,LARA,COCONUT,10L,LARA COCONUT 10L TWIN PACK,21-30,2022,3
RIYADH,HM No  99967  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,RIMAL,VEGETABLE,4L,RIMAL VEGETABLE 4L TWIN PACK,101+,2022,4
AL BAHA,HM No  51709  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,ZAHRA,SUNFLOWER,0.6L,ZAHRA SUNFLOWER 0.6L PREMIUM,101+,2023,12
AL BAHA,HM No  74507  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,RAWABI,SUNFLOWER,2.9L,RAWABI SUNFLOWER 2.9L TWIN PACK,31-40,2022,4
RIYADH,HM No  76777  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,LARA,SUNFLOWER,0.75L,LARA SUNFLOWER 0.75L FAMILY PACK,41-50,2022,2
DAMMAM,HM No  78788  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NOUR,SUNFLOWER,0.75L,NOUR SUNFLOWER 0.75L ECO,71-80,2022,10
MAKKAH,HM No  74928  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RAWABI,VEGETABLE,9L,RAWABI VEGETABLE 9L PREMIUM,101+,2024,9
AL BAHA,HM No  96144  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,BAYTNA,CANOLA,2.9L,BAYTNA CANOLA 2.9L ECO,11-20$,2022,9
AL KHARJ,HM No  75926  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,BAYTNA,SUNFLOWER,3L,BAYTNA SUNFLOWER 3L FAMILY PACK,11-20$,2022,5
YANBU,HM No  76085  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,LARA,SUNFLOWER,0.6L,LARA SUNFLOWER 0.6L ECO,51-60,2024,1
MAKKAH,HM No  83880  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,SUNFLOWER,0.5L,SABAYA SUNFLOWER 0.5L FAMILY PACK,91-100,2022,3
AL AHSA,HM No  95620  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,RAWABI,SUNFLOWER,1.5L,RAWABI SUNFLOWER 1.5L ECO,11-20$,2022,8
AL AHSA,HM No  96703  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,SABAYA,CANOLA,1L,SABAYA CANOLA 1L PLUS,31-40,2024,12
JEDDAH,HM No  55976  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,SABAYA,CORN,0.5L,SABAYA CORN 0.5L PREMIUM,71-80,2024,9
AL AHSA,HM No  60479  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,BAYTNA,SUNFLOWER,0.2L,BAYTNA SUNFLOWER 0.2L TWIN PACK,61-70,2024,11
DAMMAM,HM No  60624  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,GULF GOLD,CANOLA,1.8L,GULF GOLD CANOLA 1.8L PLUS,51-60,2024,8
TABUK,HM No  91055  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,ZAHRA,COCONUT,0.75L,ZAHRA COCONUT 0.75L,101+,2023,1
YANBU,HM No  82612  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,BAYTNA,CANOLA,4L,BAYTNA CANOLA 4L ECO,41-50,2022,10
